Dates,Stations,Counties,idStation,Province,utmx,utmy,CodeParameter,CodeValidation,NameParameter,Units,Value,altitude,idEstacion,lat,lon
2010-05-28T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,69.0,305.0,50500,42.88659,-8.521138
2010-05-29T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,80.0,305.0,50500,42.88659,-8.521138
2010-05-30T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,79.0,305.0,50500,42.88659,-8.521138
2010-05-31T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,73.0,305.0,50500,42.88659,-8.521138
2023-01-16T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,98.0,305.0,50500,42.88659,-8.521138
2010-07-01T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,71.0,305.0,50500,42.88659,-8.521138
2010-07-02T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,87.0,305.0,50500,42.88659,-8.521138
2010-07-03T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,78.0,305.0,50500,42.88659,-8.521138
2010-07-04T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,76.0,305.0,50500,42.88659,-8.521138
2010-07-05T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,73.0,305.0,50500,42.88659,-8.521138
2010-07-06T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,67.0,305.0,50500,42.88659,-8.521138
2010-07-07T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,72.0,305.0,50500,42.88659,-8.521138
2010-07-08T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,80.0,305.0,50500,42.88659,-8.521138
2010-07-09T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,71.0,305.0,50500,42.88659,-8.521138
2010-07-10T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,71.0,305.0,50500,42.88659,-8.521138
2010-07-11T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,74.0,305.0,50500,42.88659,-8.521138
2010-07-12T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,85.0,305.0,50500,42.88659,-8.521138
2010-07-13T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,78.0,305.0,50500,42.88659,-8.521138
2010-07-14T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,75.0,305.0,50500,42.88659,-8.521138
2010-07-15T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,78.0,305.0,50500,42.88659,-8.521138
2010-07-16T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,74.0,305.0,50500,42.88659,-8.521138
2010-07-17T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,72.0,305.0,50500,42.88659,-8.521138
2010-07-18T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,63.0,305.0,50500,42.88659,-8.521138
2010-07-19T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,78.0,305.0,50500,42.88659,-8.521138
2010-07-20T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,78.0,305.0,50500,42.88659,-8.521138
2010-07-21T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,71.0,305.0,50500,42.88659,-8.521138
2010-07-22T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,73.0,305.0,50500,42.88659,-8.521138
2010-07-23T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,71.0,305.0,50500,42.88659,-8.521138
2010-07-24T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,66.0,305.0,50500,42.88659,-8.521138
2010-07-25T00:00:00,Santiago-San Lázaro,SANTIAGO DE COMPOSTELA,50500,A Coruña,539103.0,4748332.0,HR_AVG_15m,1,Humidade relativa media a 15m,%,67.0,305.0,50500,42.88659,-8.521138
